BUYER_STATE,BUYER_COUNTY,YEAR,Total_Weight
AR,HOT SPRING,2011,9238.197034087765
AR,HOT SPRING,2012,10413.032162025273
AR,HOWARD,2006,2971.0886594999834
AR,HOWARD,2007,3079.7641598624846
AR,HOWARD,2008,3525.497996999989
AR,HOWARD,2009,4110.465603862494
AR,HOWARD,2010,4483.284802500028
AR,HOWARD,2011,5003.2102650000625
AR,HOWARD,2012,5175.552997500085
AR,INDEPENDENCE,2006,11951.170671000167
AR,INDEPENDENCE,2007,13458.203715000165
AR,INDEPENDENCE,2008,12942.096859500243
AR,INDEPENDENCE,2009,14460.921506362696
AR,INDEPENDENCE,2010,17820.593692500246
AR,INDEPENDENCE,2011,18608.168235000117
AR,INDEPENDENCE,2012,19326.101632500173
AR,IZARD,2006,7108.670071500004
AR,IZARD,2007,10880.874889500037
AR,IZARD,2008,17832.162896999987
AR,IZARD,2009,25262.956912500013
AR,IZARD,2010,24535.8898125
AR,IZARD,2011,13779.869062500096
AR,IZARD,2012,15284.157975000031
AR,JACKSON,2006,2929.2974924999967
AR,JACKSON,2007,3660.1927748624935
AR,JACKSON,2008,4137.8482035000125
AR,JACKSON,2009,5305.187985000047
AR,JACKSON,2010,6644.701027500079
AR,JACKSON,2011,6236.619382500069
AR,JACKSON,2012,6193.29224250007
AR,JEFFERSON,2006,7354.630900262716
AR,JEFFERSON,2007,9163.669144900316
AR,JEFFERSON,2008,10160.3406018129
AR,JEFFERSON,2009,12378.49018908804
AR,JEFFERSON,2010,14443.738512713311
AR,JEFFERSON,2011,16685.38657065101
AR,JEFFERSON,2012,19604.724159901147
AR,JOHNSON,2006,5671.804527000064
AR,JOHNSON,2007,6818.713626000104
AR,JOHNSON,2008,7609.136587500171
AR,JOHNSON,2009,8393.157487500192
AR,JOHNSON,2010,8725.130497500211
AR,JOHNSON,2011,11059.251787500249
AR,JOHNSON,2012,12235.140157500216
AR,LAFAYETTE,2006,1350.377103862509
AR,LAFAYETTE,2007,1211.131365000008
AR,LAFAYETTE,2008,1366.0919685000108
AR,LAFAYETTE,2009,1573.5205500000075
AR,LAFAYETTE,2010,1192.6895475000033
AR,LAFAYETTE,2011,1398.0733350000014
AR,LAFAYETTE,2012,1803.9046875000047
AR,LAWRENCE,2006,4067.0583977249876
AR,LAWRENCE,2007,4712.637007587524
AR,LAWRENCE,2008,5245.982406900032
AR,LAWRENCE,2009,6163.767570900051
AR,LAWRENCE,2010,6460.590743400077
AR,LAWRENCE,2011,6815.698260675093
AR,LAWRENCE,2012,6769.492110675076
AR,LEE,2006,1278.4188375000006
AR,LEE,2007,1208.1719183999999
AR,LEE,2008,904.13985
AR,LEE,2009,963.3315788625017
AR,LEE,2010,1184.5318874999975
AR,LEE,2011,1415.9167499999978
AR,LEE,2012,1503.6254288625014
AR,LINCOLN,2006,705.152805225
AR,LINCOLN,2007,943.0442332250008
AR,LINCOLN,2008,898.3469890875026
AR,LINCOLN,2009,1077.0420906750026
AR,LINCOLN,2010,1361.935620225002
AR,LINCOLN,2011,1679.5286215875012
AR,LINCOLN,2012,1868.2463781749996
AR,LITTLE RIVER,2006,2871.03753386249
AR,LITTLE RIVER,2007,3393.893345449982
AR,LITTLE RIVER,2008,4347.315442499999
AR,LITTLE RIVER,2009,4216.161907725
AR,LITTLE RIVER,2010,4236.924912262502
AR,LITTLE RIVER,2011,4744.613633175031
AR,LITTLE RIVER,2012,5063.092245000034
AR,LOGAN,2006,5529.273558862522
AR,LOGAN,2007,7723.966350000061
AR,LOGAN,2008,9575.560644000065
AR,LOGAN,2009,12796.015950000085
AR,LOGAN,2010,11784.738416362603
AR,LOGAN,2011,12753.740212725183
AR,LOGAN,2012,14371.695067500159
AR,LONOKE,2006,11151.210760587914
AR,LONOKE,2007,14530.167790225523
AR,LONOKE,2008,18628.206636225816
AR,LONOKE,2009,23698.653682950724
AR,LONOKE,2010,29039.85385522612
AR,LONOKE,2011,28636.54375522595
AR,LONOKE,2012,33316.2116663632
AR,MADISON,2006,1919.606908362501
AR,MADISON,2007,2391.061658587497
AR,MADISON,2008,2937.521198174993
AR,MADISON,2009,3636.5405365874954
AR,MADISON,2010,4757.873937712522
AR,MADISON,2011,5779.43995248756
AR,MADISON,2012,7468.711917487571
AR,MARION,2006,3392.2274624999723
AR,MARION,2007,3797.699287499982
AR,MARION,2008,4159.370535862479
AR,MARION,2009,5243.495195437557
AR,MARION,2010,6915.895106812558
AR,MARION,2011,6671.246126587545
AR,MARION,2012,7241.600501812581
AR,MILLER,2006,8853.313997500112
AR,MILLER,2007,11412.934506362666
AR,MILLER,2008,14965.707497500187
AR,MILLER,2009,18600.628398862722
AR,MILLER,2010,19868.369565225355
AR,MILLER,2011,21730.554442500357
AR,MILLER,2012,24743.665201125124
AR,MISSISSIPPI,2006,9993.539868500255
AR,MISSISSIPPI,2007,11563.071624500266
AR,MISSISSIPPI,2008,12931.246291362711
AR,MISSISSIPPI,2009,13886.251657500257
AR,MISSISSIPPI,2010,14425.153185000292
AR,MISSISSIPPI,2011,14180.228467500285
AR,MISSISSIPPI,2012,15310.176153862854
AR,MONROE,2006,1245.0403305000054
AR,MONROE,2007,1323.3652163625063
AR,MONROE,2008,1565.7936375000047
AR,MONROE,2009,1583.0466750000057
AR,MONROE,2010,1653.915375000001
AR,MONROE,2011,1795.6384500000004
AR,MONROE,2012,2190.307297499998
AR,MONTGOMERY,2006,1130.6101500000027
AR,MONTGOMERY,2007,1423.1416725000045
AR,MONTGOMERY,2008,1487.7455175000023
AR,MONTGOMERY,2009,1506.2595300000028
AR,MONTGOMERY,2010,1626.829260000004
AR,MONTGOMERY,2011,2101.2243750000057
AR,MONTGOMERY,2012,2434.636076362511
AR,NEVADA,2006,866.4501600000013
AR,NEVADA,2007,1052.7194625000009
AR,NEVADA,2008,1431.844837500002
AR,NEVADA,2009,1775.4111900000032
AR,NEVADA,2010,2253.928564762502
AR,NEVADA,2011,2755.45777612501
AR,NEVADA,2012,2799.427800225007
AR,NEWTON,2006,493.372956674999
AR,NEWTON,2007,498.664058174999
AR,NEWTON,2008,547.9484029499989
AR,NEWTON,2009,762.3811356750008
AR,NEWTON,2010,1058.1251195250036
AR,NEWTON,2011,1131.5587886250028
AR,NEWTON,2012,1298.452777500005
AR,OUACHITA,2006,5598.353298762572
AR,OUACHITA,2007,6738.719678175083
AR,OUACHITA,2008,7851.070470900116
AR,OUACHITA,2009,9248.925717712722
AR,OUACHITA,2010,10911.83712135027
AR,OUACHITA,2011,12701.675676562876
AR,OUACHITA,2012,13589.178231787835
AR,PERRY,2006,1439.2919865000058
AR,PERRY,2007,1866.3568470000039
AR,PERRY,2008,2186.714737500005
AR,PERRY,2009,2842.772025000014
AR,PERRY,2010,3346.621792500015
AR,PERRY,2011,3502.7024250000145
AR,PERRY,2012,4420.1756775000185
AR,PHILLIPS,2006,6208.403251500074
AR,PHILLIPS,2007,7200.165645000101
AR,PHILLIPS,2008,8096.156887500118
AR,PHILLIPS,2009,7611.629021362613
AR,PHILLIPS,2010,10588.624807725146
AR,PHILLIPS,2011,9526.247723175122
AR,PHILLIPS,2012,9451.277088825143
AR,PIKE,2006,3883.8473179500184
AR,PIKE,2007,4418.413308862533
AR,PIKE,2008,4670.370851362538
AR,PIKE,2009,5309.95979636254
AR,PIKE,2010,5407.528657500057
AR,PIKE,2011,6147.727575000073
AR,PIKE,2012,7540.612245000083
AR,POINSETT,2006,7224.197673000109
AR,POINSETT,2007,7899.856635000138
AR,POINSETT,2008,8815.632506400238
AR,POINSETT,2009,9284.222497500255
AR,POINSETT,2010,10516.730838862792
AR,POINSETT,2011,10652.517487725308
AR,POINSETT,2012,10820.559056587765
AR,POLK,2006,8876.373780000125
AR,POLK,2007,8436.196610000108
AR,POLK,2008,9487.970827500176
AR,POLK,2009,8748.514995225143
AR,POLK,2010,10181.306970000156
AR,POLK,2011,12090.570180000246
AR,POLK,2012,11803.408894087741
AR,POPE,2006,14010.836043125319
AR,POPE,2007,15770.19249948784
AR,POPE,2008,18382.17326572543
AR,POPE,2009,20212.761514088048
AR,POPE,2010,22848.3872402255
AR,POPE,2011,24350.236128863024
AR,POPE,2012,27427.09893000056
AR,PRAIRIE,2006,792.2555625000015
AR,PRAIRIE,2007,913.2888600000013
AR,PRAIRIE,2008,1181.6604563625
AR,PRAIRIE,2009,2006.8538513624976
AR,PRAIRIE,2010,2446.981409999997
AR,PRAIRIE,2011,1875.330914999999
AR,PRAIRIE,2012,1700.681400000003
AR,PULASKI,2006,86556.42241396251
AR,PULASKI,2007,99916.87668745345
AR,PULASKI,2008,114687.98438796817
AR,PULASKI,2009,136487.69734944482
AR,PULASKI,2010,157355.6703311438
AR,PULASKI,2011,182064.03630159394
AR,PULASKI,2012,195280.81423340543
AR,RANDOLPH,2006,3166.5491496749996
AR,RANDOLPH,2007,3870.7901499749914
AR,RANDOLPH,2008,3837.6551113500004
AR,RANDOLPH,2009,3763.6734320250084
AR,RANDOLPH,2010,4047.9084656625164
AR,RANDOLPH,2011,4505.451260887546
AR,RANDOLPH,2012,4547.534862937532
AR,SAINT FRANCIS,2006,3476.672824999981
AR,SAINT FRANCIS,2007,3796.568815999992
AR,SAINT FRANCIS,2008,4124.910387999965
AR,SAINT FRANCIS,2009,4233.380257500013
AR,SAINT FRANCIS,2010,4772.584545000026
AR,SAINT FRANCIS,2011,5881.865505450051
AR,SAINT FRANCIS,2012,6182.437195650071
AR,SALINE,2006,24748.017666451196
AR,SALINE,2007,27710.70674378867
AR,SALINE,2008,32183.40949655155
AR,SALINE,2009,38287.014927901946
AR,SALINE,2010,39418.521496126756
AR,SALINE,2011,40625.27034817668
AR,SALINE,2012,47984.62395885123
AR,SCOTT,2006,5390.897121000035
AR,SCOTT,2007,6083.055262500039
AR,SCOTT,2008,6597.780450000028
AR,SCOTT,2009,7369.215000000035
AR,SCOTT,2010,8138.638125000081
AR,SCOTT,2011,6324.360937500085
AR,SCOTT,2012,7158.506287500084
AR,SEARCY,2006,1884.1118264999998
AR,SEARCY,2007,2220.0291452250003
AR,SEARCY,2008,1968.7663500000017
AR,SEARCY,2009,2123.1581250000036
AR,SEARCY,2010,2138.6761875000075
AR,SEARCY,2011,2340.7303800000054
AR,SEARCY,2012,2888.47440000001
AR,SEBASTIAN,2006,83682.8486089546
AR,SEBASTIAN,2007,113076.17223973261
AR,SEBASTIAN,2008,131507.18468700704
AR,SEBASTIAN,2009,135907.9926225065
AR,SEBASTIAN,2010,152516.1296250068
AR,SEBASTIAN,2011,168965.41927136897
AR,SEBASTIAN,2012,159659.25207818113
AR,SEVIER,2006,3672.8168213624695
AR,SEVIER,2007,4047.2845979999447
AR,SEVIER,2008,4274.669248499973
AR,SEVIER,2009,4650.146212500002
AR,SEVIER,2010,5494.231252500068
AR,SEVIER,2011,5404.935187500095
AR,SEVIER,2012,6509.482736362654
AR,SHARP,2006,8067.949295587609
AR,SHARP,2007,7973.241897000129
AR,SHARP,2008,6625.509352087602
AR,SHARP,2009,7307.404425000084
AR,SHARP,2010,8418.850537500175
AR,SHARP,2011,6883.708995000133
AR,SHARP,2012,8879.237943862674
AR,STONE,2006,4505.322606000004
AR,STONE,2007,4796.089939500004
AR,STONE,2008,4841.608354500019
AR,STONE,2009,5369.435550000036
AR,STONE,2010,6506.799825000086
AR,STONE,2011,6488.831996362565
AR,STONE,2012,6336.007181587561
AR,UNION,2006,12173.86880136271
AR,UNION,2007,14540.116803537749
AR,UNION,2008,15122.164624987778
AR,UNION,2009,16726.9220711254
AR,UNION,2010,16977.557490900504
AR,UNION,2011,16351.395069525472
AR,UNION,2012,16303.408751550398
AR,VAN BUREN,2006,3480.128996499993
AR,VAN BUREN,2007,4321.823881499989
AR,VAN BUREN,2008,4735.674258000007
AR,VAN BUREN,2009,5280.368812500009
AR,VAN BUREN,2010,5062.687950000035
AR,VAN BUREN,2011,5727.344640000058
AR,VAN BUREN,2012,6967.0500413625505
AR,WASHINGTON,2006,40802.680553227976
AR,WASHINGTON,2007,48310.54296097897
AR,WASHINGTON,2008,57202.993346429284
AR,WASHINGTON,2009,69055.84792065392
AR,WASHINGTON,2010,81867.46357976647
AR,WASHINGTON,2011,95076.78801270424
AR,WASHINGTON,2012,102403.84676884105
AR,WHITE,2006,13045.109623450391
AR,WHITE,2007,16474.39642090074
AR,WHITE,2008,19625.297187175973
AR,WHITE,2009,24348.915491813634
AR,WHITE,2010,31368.167014088733
AR,WHITE,2011,32502.04612136346
AR,WHITE,2012,34906.71931181339
AR,WOODRUFF,2006,1873.2402663625107
AR,WOODRUFF,2007,2048.22131545001
AR,WOODRUFF,2008,2566.88213817501
AR,WOODRUFF,2009,3190.1481550875083
AR,WOODRUFF,2010,3768.590516362516
AR,WOODRUFF,2011,4444.7972813625165
AR,WOODRUFF,2012,3813.277162500019
AR,YELL,2006,4893.647841000031
AR,YELL,2007,5111.395545000027
AR,YELL,2008,6531.334372500082
AR,YELL,2009,6812.178780000094
AR,YELL,2010,7183.18203000012
AR,YELL,2011,9002.583127500155
AR,YELL,2012,9605.105512500142
FL,ALACHUA,2006,82596.6186877293
FL,ALACHUA,2007,95259.6279767931
FL,ALACHUA,2008,114675.2219217685
FL,ALACHUA,2009,141281.0481854313
FL,ALACHUA,2010,150910.7858758919
FL,ALACHUA,2011,145750.68089929313
FL,ALACHUA,2012,127727.613021565
FL,BAKER,2006,11900.178637500152
FL,BAKER,2007,13793.788183225113
FL,BAKER,2008,15651.32215422517
FL,BAKER,2009,19165.96729500018
FL,BAKER,2010,29821.453215000125
FL,BAKER,2011,32777.553120000026
FL,BAKER,2012,21659.46165000021
FL,BAY,2006,61998.10247207856
FL,BAY,2007,61255.85799926616
FL,BAY,2008,65665.01292126594
FL,BAY,2009,68131.16719294015
FL,BAY,2010,73912.3022531658
FL,BAY,2011,73505.84484769049
FL,BAY,2012,73272.65335132717
FL,BRADFORD,2006,13424.830894900231
FL,BRADFORD,2007,15854.865475125225
FL,BRADFORD,2008,17501.063683500106
FL,BRADFORD,2009,21250.949666812667
FL,BRADFORD,2010,26551.078983862728
FL,BRADFORD,2011,21271.099192500278
FL,BRADFORD,2012,16872.471022500224
FL,BREVARD,2006,201186.1534030964
FL,BREVARD,2007,246505.6839382635
FL,BREVARD,2008,317947.5992638272
FL,BREVARD,2009,365366.2497193953
FL,BREVARD,2010,508840.97649451304
FL,BREVARD,2011,481720.1499038084
FL,BREVARD,2012,363107.37734239077
FL,BROWARD,2006,1222607.3896553789
FL,BROWARD,2007,1720337.481720641
FL,BROWARD,2008,2180537.4886382525
FL,BROWARD,2009,2584508.114014747
FL,BROWARD,2010,3026736.8445831947
FL,BROWARD,2011,1492503.4476547767
FL,BROWARD,2012,809178.9096921141
FL,CALHOUN,2006,1851.9058230000117
FL,CALHOUN,2007,2021.5322535000098
FL,CALHOUN,2008,2225.156550000013
FL,CALHOUN,2009,2580.2354700000137
FL,CALHOUN,2010,2722.4359650000147
FL,CALHOUN,2011,2810.688731362515
FL,CALHOUN,2012,2793.381480000016
FL,CHARLOTTE,2006,82123.59715794155
FL,CHARLOTTE,2007,103366.66686720558
FL,CHARLOTTE,2008,142308.39840053048
FL,CHARLOTTE,2009,191565.34862749267
FL,CHARLOTTE,2010,230654.24658953073
FL,CHARLOTTE,2011,207165.206288144
FL,CHARLOTTE,2012,120917.42719837994
FL,CITRUS,2006,49646.89102934089
FL,CITRUS,2007,58420.50957311638
FL,CITRUS,2008,71761.41768466689
FL,CITRUS,2009,81649.55125245466
FL,CITRUS,2010,111738.27332779265
FL,CITRUS,2011,148717.2534045444
FL,CITRUS,2012,101576.39330385461
FL,CLAY,2006,69327.28997720485
FL,CLAY,2007,85815.94069483093
FL,CLAY,2008,98532.92591602
FL,CLAY,2009,125011.3671661208
FL,CLAY,2010,144996.73572807058
FL,CLAY,2011,149491.52033715992
FL,CLAY,2012,134424.40624451957
FL,COLLIER,2006,107528.68073415474
FL,COLLIER,2007,129910.31275693116
FL,COLLIER,2008,147472.3473860064
FL,COLLIER,2009,202995.69626767907
FL,COLLIER,2010,237663.7797535899
FL,COLLIER,2011,198903.37525609313
FL,COLLIER,2012,141917.0842426926
FL,COLUMBIA,2006,27550.681708588032
FL,COLUMBIA,2007,30011.436168013053
FL,COLUMBIA,2008,37731.01713781312
FL,COLUMBIA,2009,40150.09677022534
FL,COLUMBIA,2010,54609.82727294974
FL,COLUMBIA,2011,50996.45302499963
FL,COLUMBIA,2012,49737.84482999941
FL,DE SOTO,2006,7179.580011500067
FL,DE SOTO,2007,7726.090771792575
FL,DE SOTO,2008,7953.604365000078
FL,DE SOTO,2009,9826.920240000087
FL,DE SOTO,2010,13087.621237500123
FL,DE SOTO,2011,18280.029405000176
FL,DE SOTO,2012,16695.973792500132
FL,DIXIE,2006,2952.7461250000056
FL,DIXIE,2007,3098.6997413625013
FL,DIXIE,2008,3247.38976500001
FL,DIXIE,2009,2874.669041362513
FL,DIXIE,2010,2657.110350000012
FL,DIXIE,2011,2559.3821700000085
FL,DIXIE,2012,3326.242594312511
FL,DUVAL,2006,293452.9754727002
FL,DUVAL,2007,344954.36544153484
FL,DUVAL,2008,408809.255086162
FL,DUVAL,2009,534398.118650884
FL,DUVAL,2010,765000.2969470624
FL,DUVAL,2011,659029.698137702
FL,DUVAL,2012,555328.0796860629
FL,ESCAMBIA,2006,96186.44732702237
FL,ESCAMBIA,2007,113832.92120254097
FL,ESCAMBIA,2008,116136.84399340067
FL,ESCAMBIA,2009,127790.39184473806
FL,ESCAMBIA,2010,156708.2074941154
FL,ESCAMBIA,2011,146310.74382428935
FL,ESCAMBIA,2012,129016.23428401133
FL,FLAGLER,2006,21015.01938367547
FL,FLAGLER,2007,24313.087587762962
FL,FLAGLER,2008,30727.47041245048
FL,FLAGLER,2009,45094.2061172634
FL,FLAGLER,2010,54742.9390545383
FL,FLAGLER,2011,58500.27469567639
FL,FLAGLER,2012,54252.2921795262
FL,FRANKLIN,2006,2174.577223000009
FL,FRANKLIN,2007,2099.0765175000056
FL,FRANKLIN,2008,2152.9779473625103
FL,FRANKLIN,2009,1955.3521200000089
FL,FRANKLIN,2010,2736.8763675000123
FL,FRANKLIN,2011,2695.184816362508
FL,FRANKLIN,2012,2741.9306925000096
FL,GADSDEN,2006,6021.017100225093
FL,GADSDEN,2007,7138.511467500114
FL,GADSDEN,2008,6724.820623500107
FL,GADSDEN,2009,7168.381856812628
FL,GADSDEN,2010,8384.369197500151
FL,GADSDEN,2011,10053.993885000134
FL,GADSDEN,2012,8671.229358862623
FL,GILCHRIST,2006,4032.605950000007
FL,GILCHRIST,2007,4195.956289500011
FL,GILCHRIST,2008,4955.8422
FL,GILCHRIST,2009,6117.87199136251
FL,GILCHRIST,2010,5760.958282725
FL,GILCHRIST,2011,5709.07000500002
FL,GILCHRIST,2012,5469.281212500022
FL,GLADES,2009,2627.311200000001
FL,GLADES,2010,6489.442050000003
FL,GLADES,2011,4646.4681000000055
FL,GLADES,2012,1898.2095000000022
FL,GULF,2006,3543.3416160000033
FL,GULF,2007,3813.9477660000057
FL,GULF,2008,3573.714215000012
FL,GULF,2009,3494.621707500005
FL,GULF,2010,4311.71625000002
FL,GULF,2011,3866.418202500016
FL,GULF,2012,4012.6529025000223
FL,HAMILTON,2006,1804.8995505000073
FL,HAMILTON,2007,2249.3530935000053
FL,HAMILTON,2008,3039.991791000008
FL,HAMILTON,2009,2305.1553525000054
FL,HAMILTON,2010,3470.6828288625106
FL,HAMILTON,2011,3033.594877500013
FL,HAMILTON,2012,2549.6674875000076
FL,HARDEE,2006,3682.5681049999953
FL,HARDEE,2007,3996.159572499998
FL,HARDEE,2008,4647.926044500018
FL,HARDEE,2009,7751.621392500056
FL,HARDEE,2010,8867.193390000095
FL,HARDEE,2011,9282.533205000105
FL,HARDEE,2012,7940.830061362598
FL,HENDRY,2006,16527.160282500317
FL,HENDRY,2007,19191.329012087892
FL,HENDRY,2008,20998.036911000414
FL,HENDRY,2009,22472.576881575413
FL,HENDRY,2010,27617.015310000446
FL,HENDRY,2011,26953.096248862927
FL,HENDRY,2012,19653.150187500432
FL,HERNANDO,2006,78727.92757445497
FL,HERNANDO,2007,111241.43089612249
FL,HERNANDO,2008,197158.77536772224
FL,HERNANDO,2009,245050.01594727513
FL,HERNANDO,2010,331289.8299954519
FL,HERNANDO,2011,239292.42987068725
FL,HERNANDO,2012,163153.66029019607
FL,HIGHLANDS,2006,22995.715222501018
FL,HIGHLANDS,2007,24466.187287941113
FL,HIGHLANDS,2008,28613.962263501002
FL,HIGHLANDS,2009,33721.28850067624
FL,HIGHLANDS,2010,45729.84357431389
FL,HIGHLANDS,2011,54161.62926453876
FL,HIGHLANDS,2012,41042.59796340114
FL,HILLSBOROUGH,2006,1027723.7849867414
FL,HILLSBOROUGH,2007,1189548.966784732
FL,HILLSBOROUGH,2008,1507903.6186250553
FL,HILLSBOROUGH,2009,2124149.0308500133
FL,HILLSBOROUGH,2010,2801560.6110086474
FL,HILLSBOROUGH,2011,1533314.54995062
FL,HILLSBOROUGH,2012,855609.6664839308
FL,HOLMES,2006,5115.280070000033
FL,HOLMES,2007,5388.6306392250335
FL,HOLMES,2008,5350.438789587534
FL,HOLMES,2009,5461.291740450045
FL,HOLMES,2010,5004.425704087547
FL,HOLMES,2011,5188.443866362564
FL,HOLMES,2012,5462.597160000079
FL,INDIAN RIVER,2006,43237.35108176451
FL,INDIAN RIVER,2007,51702.13878888993
FL,INDIAN RIVER,2008,64186.80297262764
FL,INDIAN RIVER,2009,79226.07711930283
FL,INDIAN RIVER,2010,111822.90470929068
FL,INDIAN RIVER,2011,141158.72960861557
FL,INDIAN RIVER,2012,98923.32428561535
FL,JACKSON,2006,9866.87533750018
FL,JACKSON,2007,11355.73454750023
FL,JACKSON,2008,12130.103321500199
FL,JACKSON,2009,13341.586837500203
FL,JACKSON,2010,14859.5648250002
FL,JACKSON,2011,16484.638485000258
FL,JACKSON,2012,17427.980370000343
FL,JEFFERSON,2006,1465.4849204999978
FL,JEFFERSON,2007,1732.0343369999987
FL,JEFFERSON,2008,2123.4259035000014
FL,JEFFERSON,2009,2413.278483862504
FL,JEFFERSON,2010,2637.125017499998
FL,JEFFERSON,2011,2823.4519350000014
FL,JEFFERSON,2012,2213.915520000002
FL,LAFAYETTE,2006,1215.7013750000024
FL,LAFAYETTE,2007,1355.7724875000035
FL,LAFAYETTE,2008,1361.0927500000043
FL,LAFAYETTE,2009,1257.6621750000022
FL,LAFAYETTE,2010,1363.4092875000038
FL,LAFAYETTE,2011,1307.1051675000037
FL,LAFAYETTE,2012,1295.000272500003
FL,LAKE,2006,64563.419322430826
FL,LAKE,2007,82180.0273315835
FL,LAKE,2008,103711.04927071046
FL,LAKE,2009,140752.4985708866
FL,LAKE,2010,177229.26266112374
FL,LAKE,2011,179071.4653870261
FL,LAKE,2012,156520.69777519707
FL,LEE,2006,309886.7067442962
FL,LEE,2007,295673.26356948045
FL,LEE,2008,340668.9295273179
FL,LEE,2009,439929.93098849984
FL,LEE,2010,680132.8328027857
FL,LEE,2011,587055.7268651474
FL,LEE,2012,272161.03570029355
FL,LEON,2006,43067.63904172785
FL,LEON,2007,47083.40082031617
FL,LEON,2008,51120.25009326629
FL,LEON,2009,55928.52241912887
FL,LEON,2010,56268.735998178905
FL,LEON,2011,58086.072975454146
FL,LEON,2012,61292.55911044085
FL,LEVY,2006,18659.653543000506
FL,LEVY,2007,22313.800503725663
FL,LEVY,2008,28379.512612900682
FL,LEVY,2009,33730.549890900475
FL,LEVY,2010,36649.65238590018
FL,LEVY,2011,36064.200581587655
FL,LEVY,2012,28221.14943180032
FL,LIBERTY,2006,628.4498325000004
FL,LIBERTY,2007,738.3230204999995
FL,LIBERTY,2008,771.9740625000013
FL,LIBERTY,2009,686.3627999999998
FL,LIBERTY,2010,1141.6443375000038
FL,LIBERTY,2011,821.8818000000018
FL,LIBERTY,2012,764.5792500000002
FL,MADISON,2006,2315.6333313624987
FL,MADISON,2007,2632.527374224996
FL,MADISON,2008,2793.8812853624886
FL,MADISON,2009,3389.4532243125
FL,MADISON,2010,4027.7635124999883
FL,MADISON,2011,4642.083652499993
FL,MADISON,2012,4504.777440000004
FL,MANATEE,2006,150205.64369562527
FL,MANATEE,2007,172443.21415870427
FL,MANATEE,2008,196741.84314976458
FL,MANATEE,2009,228282.8999302286
FL,MANATEE,2010,360934.6839088658
FL,MANATEE,2011,326820.0550758578
FL,MANATEE,2012,219299.73861376347
FL,MARION,2006,114208.97585439957
FL,MARION,2007,140167.10838947791
FL,MARION,2008,160020.95087337864
FL,MARION,2009,177998.09807908162
FL,MARION,2010,216686.24085170456
FL,MARION,2011,209503.19854884347
FL,MARION,2012,175709.7753719747
FL,MARTIN,2006,68573.12878736468
FL,MARTIN,2007,77097.86936731488
FL,MARTIN,2008,99157.7796427273
FL,MARTIN,2009,121781.2565109028
FL,MARTIN,2010,149894.56248134995
FL,MARTIN,2011,137044.59642521478
FL,MARTIN,2012,85087.5526195141
FL,MIAMI-DADE,2006,303039.7180859787
FL,MIAMI-DADE,2007,373495.88119888
FL,MIAMI-DADE,2008,519536.8065604283
FL,MIAMI-DADE,2009,801945.1460796333
FL,MIAMI-DADE,2010,1242761.2069210964
FL,MIAMI-DADE,2011,1070607.7594410407
FL,MIAMI-DADE,2012,503313.85781031137
FL,MONROE,2006,42203.180115727446
FL,MONROE,2007,46281.92468422733
FL,MONROE,2008,53446.0962143649
FL,MONROE,2009,71369.62996954055
FL,MONROE,2010,77309.9665754274
FL,MONROE,2011,71118.77676247715
FL,MONROE,2012,47813.94658245115
FL,NASSAU,2006,26318.179441313612
FL,NASSAU,2007,30364.848846726178
FL,NASSAU,2008,38339.252757001115
FL,NASSAU,2009,45514.90099500119
FL,NASSAU,2010,55038.31814681382
FL,NASSAU,2011,64563.827895676506
FL,NASSAU,2012,60370.36705567631
FL,OKALOOSA,2006,51768.87854175236
FL,OKALOOSA,2007,51948.68690433954
FL,OKALOOSA,2008,53881.856700314645
FL,OKALOOSA,2009,58085.78683608912
FL,OKALOOSA,2010,61460.166825451495
FL,OKALOOSA,2011,63730.0104006768
FL,OKALOOSA,2012,64457.98492338954
FL,OKEECHOBEE,2006,20628.537535312924
FL,OKEECHOBEE,2007,24923.11014090056
FL,OKEECHOBEE,2008,29189.02021492556
FL,OKEECHOBEE,2009,35903.96056931306
FL,OKEECHOBEE,2010,55324.33029045053
FL,OKEECHOBEE,2011,49274.62340681288
FL,OKEECHOBEE,2012,32380.212796350206
FL,ORANGE,2006,249616.1813477574
FL,ORANGE,2007,305170.6164433013
FL,ORANGE,2008,483055.08753783966
FL,ORANGE,2009,688873.4670695318
FL,ORANGE,2010,1118030.4767550745
FL,ORANGE,2011,879529.7461210428
FL,ORANGE,2012,536535.5904660167
FL,OSCEOLA,2006,50817.7219688153
FL,OSCEOLA,2007,64095.23232799104
FL,OSCEOLA,2008,93117.01540626754
FL,OSCEOLA,2009,225661.79262585755
FL,OSCEOLA,2010,289370.5034899938
FL,OSCEOLA,2011,188818.9885286297
FL,OSCEOLA,2012,126453.88542135335
FL,PALM BEACH,2006,645319.1794897038
FL,PALM BEACH,2007,924515.0144843023
FL,PALM BEACH,2008,1334354.3831698054
FL,PALM BEACH,2009,1813924.7727780056
FL,PALM BEACH,2010,1897698.5658714669
FL,PALM BEACH,2011,1063694.6929810361
FL,PALM BEACH,2012,625882.0926076007
FL,PASCO,2006,268426.05337068974
FL,PASCO,2007,356094.0088700386
FL,PASCO,2008,494709.0844496416
FL,PASCO,2009,561319.1654819302
FL,PASCO,2010,761605.8105571279
FL,PASCO,2011,678130.6519052933
FL,PASCO,2012,345632.1551612219
FL,PINELLAS,2006,607000.7514847196
FL,PINELLAS,2007,636336.2976673237
